reportingYear,EPRTRAnnexIMainActivity,Longitude,Latitude,Pollutant,Releases,distance_from_rome_km,Sector_Chemical industry,Sector_Energy sector,Sector_Intensive livestock production and aquaculture,Sector_Mineral industry,Sector_Other activities,Sector_Paper and wood production and processing,Sector_Production and processing of metals,Sector_Waste and wastewater management
2022,7(a),10.265556,45.096944,Ammonia (NH3),23279.0,398.1098456010429,0,0,1,0,0,0,0,0
2023,7(a),12.6888,46.0737,Ammonia (NH3),12376.0,464.0378532056598,0,0,1,0,0,0,0,0
2024,2(b),13.2534,46.0067,Nitrogen oxides (NOX),369570.0,460.33206608834774,0,0,0,0,0,0,1,0
2023,4(e),7.7701,45.1432,Dichloromethane (DCM),62460.0,524.2692658113206,1,0,0,0,0,0,0,0
2023,7(a),11.062741,45.077522,Ammonia (NH3),32769.0,371.45822244192584,0,0,1,0,0,0,0,0
2021,2(b),10.459167,45.4625,Carbon monoxide (CO),1729937.3,428.34294478117357,0,0,0,0,0,0,1,0
2023,7(a),12.3811,44.0086,Ammonia (NH3),24863.0,234.34213329577935,0,0,1,0,0,0,0,0
2024,7(a),10.313139,44.940611,Ammonia (NH3),12854.0,381.0033968786184,0,0,1,0,0,0,0,0
2022,1(c),18.0321,40.5638,Zinc and compounds (as Zn),2163.877,486.1548254028064,0,1,0,0,0,0,0,0
2024,7(a),11.0075,44.9942,Ammonia (NH3),11676.0,364.1372799092765,0,0,1,0,0,0,0,0
2023,4(b),10.4739,43.4089,Carbon monoxide (CO),5957009.2,235.36059793219042,1,0,0,0,0,0,0,0
2023,1(c),13.7483,37.9691,Nitrogen oxides (NOX),429360.0,450.22665809519594,0,1,0,0,0,0,0,0
2023,1(c),17.107777,39.224722,Nitrogen oxides (NOX),152027.0,490.1974853078209,0,1,0,0,0,0,0,0
2021,7(a),10.5285,44.9996,Ammonia (NH3),13290.0,379.1924424751448,0,0,1,0,0,0,0,0
2024,1(a),13.3813,43.6395,Carbon dioxide (CO2),505602000.0,206.17477195412638,0,1,0,0,0,0,0,0
2022,3(c),12.5467,43.3636,Carbon dioxide (CO2),498444000.0,162.48565083014304,0,0,0,1,0,0,0,0
2023,7(a),10.155,45.454167,Ammonia (NH3),17357.0,437.4367150846399,0,0,1,0,0,0,0,0
2021,3(c),10.3316,45.4594,Carbon dioxide (CO2),203184000.0,432.0511865711123,0,0,0,1,0,0,0,0
2021,7(a),7.4758,44.795,Ammonia (NH3),16370.0,517.738554941606,0,0,1,0,0,0,0,0
2022,3(c),8.6794,45.7794,Nitrogen oxides (NOX),594573.0,528.5578509656057,0,0,0,1,0,0,0,0
2023,1(a),8.8768,45.0997,Carbon dioxide (CO2),1627809000.0,459.8924322368035,0,1,0,0,0,0,0,0
2024,3(e),7.5908,44.3867,Sulphur oxides (SOX),206646.0,484.3039076585716,0,0,0,1,0,0,0,0
2022,1(c),9.4794,45.0899,Methane (CH4),111620.0,429.82876504034436,0,1,0,0,0,0,0,0
2021,9(c),12.0741,44.1418,Non-methane volatile organic compounds (NMVOC),117570.0,251.32012695849141,0,0,0,0,1,0,0,0
2023,7(a),10.9097,45.2153,Ammonia (NH3),31900.0,389.8701969455342,0,0,1,0,0,0,0,0
2021,4(a),12.2363,45.4438,Benzene,1488.0,394.29587462725914,1,0,0,0,0,0,0,0
2023,1(c),11.1387,45.0593,Carbon dioxide (CO2),998587643.2,367.66839201636236,0,1,0,0,0,0,0,0
2021,2(b),11.95,45.3833,Nitrogen oxides (NOX),198685.1,389.5005263497925,0,0,0,0,0,0,1,0
2021,7(a),11.1375,45.462,Ammonia (NH3),12510.0,410.55596640961437,0,0,1,0,0,0,0,0
2022,1(a),15.1825,37.1791,Nitrogen oxides (NOX),383372.0,573.451982183205,0,1,0,0,0,0,0,0
2022,1(c),16.2508,39.5906,Methane (CH4),148074.0,407.5226526375484,0,1,0,0,0,0,0,0
2024,2(b),9.9469,45.1494,Zinc and compounds (as Zn),1278.0,415.3672054730542,0,0,0,0,0,0,1,0
2021,4(c),12.238056,44.445833,Nitrous oxide (N2O),70690.0,283.54688050614993,1,0,0,0,0,0,0,0
2024,7(a),10.6428,45.1961,Ammonia (NH3),11670.0,395.46596604352055,0,0,1,0,0,0,0,0
2022,7(a),10.5958,45.1808,Ammonia (NH3),29550.0,395.34941313893785,0,0,1,0,0,0,0,0
2022,1(c),10.4494,43.3822,Nitrous oxide (N2O),16403.0,234.7079187361305,0,1,0,0,0,0,0,0
2023,3(c),9.81,44.7667,Mercury and compounds (as Hg),13.0,385.45810832592576,0,0,0,1,0,0,0,0
2023,7(a),11.898772,44.718303,Ammonia (NH3),10668.0,316.7791373103209,0,0,1,0,0,0,0,0
2024,7(a),10.725,45.2139,Ammonia (NH3),10347.0,394.85108476118614,0,0,1,0,0,0,0,0
2022,1(c),15.0005,41.9372,Carbon dioxide (CO2),408944199.9,207.21151513826103,0,1,0,0,0,0,0,0
2023,2(b),17.1999,40.5167,Carbon dioxide (CO2),4351958300.0,422.49503361756746,0,0,0,0,0,0,1,0
2021,6(b),13.0739,46.2325,Mercury and compounds (as Hg),59.67,483.64256280003474,0,0,0,0,0,1,0,0
2022,1(c),11.7586,42.1275,Benzene,1084.574,65.87472663400173,0,1,0,0,0,0,0,0
2024,7(a),10.2145,45.3295,Ammonia (NH3),11755.0,422.9548821618038,0,0,1,0,0,0,0,0
2023,1(a),15.219444,37.135556,Nitrogen oxides (NOX),1079449.0,579.1857861069731,0,1,0,0,0,0,0,0
2021,1(a),17.193,40.4892,Hydro-fluorocarbons (HFCS),122.5,423.1599159692294,0,1,0,0,0,0,0,0
2022,5(d),10.8924,45.8945,Methane (CH4),100600.0,462.06055993461314,0,0,0,0,0,0,0,1
2022,4(b),10.4739,43.4089,Ammonia (NH3),206145.0,235.36059793219042,1,0,0,0,0,0,0,0
2024,1(a),15.1825,37.1791,Carbon dioxide (CO2),467464000.0,573.451982183205,0,1,0,0,0,0,0,0
2024,7(a),8.1635,45.4613,Ammonia (NH3),13760.0,527.0640060349571,0,0,1,0,0,0,0,0
2022,7(a),12.7802,46.0838,Ammonia (NH3),24395.0,465.4590513926547,0,0,1,0,0,0,0,0
2022,1(a),10.3365,43.5872,Nitrous oxide (N2O),115784.0,257.2528399694245,0,1,0,0,0,0,0,0
2021,5(b),9.3583,45.8378,Carbon dioxide (CO2),128208990.0,504.6090359802653,0,0,0,0,0,0,0,1
2024,7(a),10.1386,45.4528,Ammonia (NH3),45008.0,437.8692177323516,0,0,1,0,0,0,0,0
2024,1(c),8.4008,39.1962,Nitrogen oxides (NOX),592616.0,458.5068450836283,0,1,0,0,0,0,0,0
2022,2(b),17.1999,40.5167,Mercury and compounds (as Hg),39.84,422.49503361756746,0,0,0,0,0,0,1,0
2024,7(a),12.958056,43.585833,Ammonia (NH3),14932.0,190.90311466410958,0,0,1,0,0,0,0,0
2023,7(a),9.8011,45.4889,Ammonia (NH3),11879.0,453.76198998481414,0,0,1,0,0,0,0,0
2023,7(a),7.4745,44.427,Ammonia (NH3),13007.0,494.49369759983017,0,0,1,0,0,0,0,0
2024,7(a),9.880917,44.995472,Ammonia (NH3),18371.0,403.47887720675874,0,0,1,0,0,0,0,0
2022,9(c),15.7367,41.0689,Non-methane volatile organic compounds (NMVOC),390932.0,285.3722831934332,0,0,0,0,1,0,0,0
2023,3(c),7.5,44.2833,Carbon dioxide (CO2),700973360.0,484.2811228602819,0,0,0,1,0,0,0,0
2021,4(e),10.0128,45.8022,Dichloromethane (DCM),259712.0,477.0774099939351,1,0,0,0,0,0,0,0
2024,2(e),9.8839,45.8656,Mercury and compounds (as Hg),25.23,487.7848023077205,0,0,0,0,0,0,1,0
2021,6(b),11.05,45.0667,Zinc and compounds (as Zn),478.0,370.6401970890199,0,0,0,0,0,1,0,0
2022,3(c),14.725278,36.903056,Carbon dioxide (CO2),322083000.0,587.9442813117303,0,0,0,1,0,0,0,0
2022,2(b),11.5083,45.5194,PCDD + PCDF (dioxins + furans) (as Teq),0.000102,409.9050166276053,0,0,0,0,0,0,1,0
2022,7(a),9.8353,45.2461,Ammonia (NH3),12320.0,429.07789885821626,0,0,1,0,0,0,0,0
2021,1(c),8.2991,40.8516,Sulphur oxides (SOX),1046787.6,369.15699948624194,0,1,0,0,0,0,0,0
2022,4(b),10.4739,43.4089,Carbon monoxide (CO),7021081.0,235.36059793219042,1,0,0,0,0,0,0,0
2022,6(b),7.5397,45.2533,Nitrogen oxides (NOX),101400.0,545.9014159132201,0,0,0,0,0,1,0,0
2024,7(a),9.5606,45.3256,Ammonia (NH3),16960.0,447.93657561176553,0,0,1,0,0,0,0,0
2024,7(a),7.76,44.7,Ammonia (NH3),12400.0,493.4589256967627,0,0,1,0,0,0,0,0
2021,2(a),10.2269,45.5333,Lead and compounds (as Pb),469.09,442.934350852115,0,0,0,0,0,0,1,0
2023,2(b),10.3894,45.6392,Mercury and compounds (as Hg),30.743,448.5499430851952,0,0,0,0,0,0,1,0
2022,3(e),11.1619,45.4211,Nitrogen oxides (NOX),163000.0,405.66099670163334,0,0,0,1,0,0,0,0
2023,6(b),10.75,45.0667,Nitrogen oxides (NOX),108670.0,378.94918081031824,0,0,0,0,0,1,0,0
2024,2(e),7.6883,45.6617,Hydro-fluorocarbons (HFCS),563.47,568.7249641000947,0,0,0,0,0,0,1,0
2021,7(a),11.3572,45.0995,Ammonia (NH3),12067.0,367.1293258633771,0,0,1,0,0,0,0,0
2022,7(a),9.2515,45.3095,Ammonia (NH3),26477.0,460.0781479911421,0,0,1,0,0,0,0,0
2021,7(a),10.3634,45.4661,Ammonia (NH3),15400.0,431.70821729253737,0,0,1,0,0,0,0,0
2021,9(c),15.7367,41.0689,Non-methane volatile organic compounds (NMVOC),460082.0,285.3722831934332,0,0,0,0,1,0,0,0
2022,2(b),12.6667,42.5667,Mercury and compounds (as Hg),57.8,75.14187357873665,0,0,0,0,0,0,1,0
2022,2(b),9.5969,45.6425,Nitrogen oxides (NOX),165500.0,476.48876713324137,0,0,0,0,0,0,1,0
2024,7(a),9.4147,45.1303,Ammonia (NH3),88510.0,436.43837193430693,0,0,1,0,0,0,0,0
2022,7(a),9.6511,45.46,Ammonia (NH3),36720.0,456.87841280982144,0,0,1,0,0,0,0,0
2021,5(d),8.85,44.4666,Methane (CH4),3791000.0,410.6203623249786,0,0,0,0,0,0,0,1
2022,7(a),11.0739,44.599,Ammonia (NH3),17719.0,321.1634400111711,0,0,1,0,0,0,0,0
2022,8(c),11.3889,44.5328,Hydro-fluorocarbons (HFCS),178.1,305.89477684753956,0,0,0,0,0,0,0,0
2024,7(a),10.4619,45.0448,Ammonia (NH3),11381.0,385.98953349147246,0,0,1,0,0,0,0,0
2023,2(f),11.1011,46.106,Tetrachloroethylene,4259.0,480.4908101739868,0,0,0,0,0,0,1,0
2023,1(a),15.1825,37.1791,Benzene,2124.4,573.451982183205,0,1,0,0,0,0,0,0
2024,7(a),11.620094,45.200139,Ammonia (NH3),12994.0,373.3797384956236,0,0,1,0,0,0,0,0
2023,7(a),12.3814,44.0025,Ammonia (NH3),22965.0,233.66342984182612,0,0,1,0,0,0,0,0
2024,7(a),11.8781,45.7128,Ammonia (NH3),11214.0,426.5441296944465,0,0,1,0,0,0,0,0
2024,7(a),11.1615,45.3416,Ammonia (NH3),12290.0,397.1713193046045,0,0,1,0,0,0,0,0
2024,2(e),14.2956,41.0225,Sulphur oxides (SOX),199793.0,179.04284453919206,0,0,0,0,0,0,1,0
2022,7(a),7.6739,44.7775,Ammonia (NH3),23400.0,504.1021213295117,0,0,1,0,0,0,0,0
2023,7(a),10.263478,45.152342,Ammonia (NH3),24739.0,403.65147975532744,0,0,1,0,0,0,0,0
2024,5(b),8.7776,45.2804,Nitrogen oxides (NOX),118538.0,480.25011833890966,0,0,0,0,0,0,0,1
2021,4(e),9.355,45.3172,Non-methane volatile organic compounds (NMVOC),119674.0,456.1069141522995,1,0,0,0,0,0,0,0
2022,3(e),8.3269,44.3328,Zinc and compounds (as Zn),430.7019,432.96114215749304,0,0,0,1,0,0,0,0
2022,3(e),15.938142,41.6503009,Carbon dioxide (CO2),121712000.0,286.75917685947906,0,0,0,1,0,0,0,0
2022,3(c),,,Nitrogen oxides (NOX),962000.0,,0,0,0,1,0,0,0,0
2024,7(a),11.449722,45.643139,Ammonia (NH3),14650.0,424.3013722463416,0,0,1,0,0,0,0,0
2024,6(b),11.05,45.0667,PCDD + PCDF (dioxins + furans) (as Teq),0.00658,370.6401970890199,0,0,0,0,0,1,0,0
2021,1(a),10.3365,43.5872,Carbon dioxide (CO2),642233114.0,257.2528399694245,0,1,0,0,0,0,0,0
2021,2(b),13.2534,46.0067,Arsenic and compounds (as As),155.418,460.33206608834774,0,0,0,0,0,0,1,0
2023,1(c),7.9005,45.1854,Nitrogen oxides (NOX),171534.0,519.876589257793,0,1,0,0,0,0,0,0
2024,7(a),11.060595,45.552892,Ammonia (NH3),19760.0,421.93026850976213,0,0,1,0,0,0,0,0
2024,1(a),15.2723,38.2027,Sulphur oxides (SOX),3407918.6,474.37811556178303,0,1,0,0,0,0,0,0
2022,5(b),9.0706,45.5042,Nitrogen oxides (NOX),147095.0,485.8999911744329,0,0,0,0,0,0,0,1
2021,7(a),12.064167,43.895,Ammonia (NH3),11125.0,224.30202424439238,0,0,1,0,0,0,0,0
2023,4(b),8.7952,45.4334,Nitrogen oxides (NOX),105033.6,492.57280171328154,1,0,0,0,0,0,0,0
2021,7(a),10.9606,44.793,Ammonia (NH3),25862.0,344.51705480905605,0,0,1,0,0,0,0,0
2023,7(a)(ii),9.9788,45.3686,Ammonia (NH3),13820.0,435.3357886362723,0,0,1,0,0,0,0,0
2022,7(a),10.6111,45.08,Ammonia (NH3),11190.0,384.6037378361844,0,0,1,0,0,0,0,0
2024,7(a),10.9172,44.9039,Ammonia (NH3),10936.0,357.2430080519243,0,0,1,0,0,0,0,0
2024,7(a),11.9464,45.7189,Ammonia (NH3),15884.0,426.6166354354654,0,0,1,0,0,0,0,0
2023,7(a),10.6066,45.3474,Ammonia (NH3),22414.0,412.0882655073563,0,0,1,0,0,0,0,0
2021,1(a),8.7858,45.4372,"1,1,1-trichloroethane (TCE-1,1,1)",306.938,493.3600021474541,0,1,0,0,0,0,0,0
2024,3(c),,,Nitrogen oxides (NOX),156750.0,,0,0,0,1,0,0,0,0
2022,3(e),16.8178,41.1025,Nitrogen oxides (NOX),189760.0,370.66533294984737,0,0,0,1,0,0,0,0
2023,7(a),9.9014,45.5608,Ammonia (NH3),25040.0,457.0127532585118,0,0,1,0,0,0,0,0
2021,7(a),7.519722,44.736111,Ammonia (NH3),17700.0,511.0573477479774,0,0,1,0,0,0,0,0
2024,1(c),8.6505,45.4593,Carbon dioxide (CO2),291113000.0,501.9051977007532,0,1,0,0,0,0,0,0
2022,7(a),12.9669,46.1539,Ammonia (NH3),10480.0,474.19245201438366,0,0,1,0,0,0,0,0
2022,1(c),15.2808,38.2019,Nickel and compounds (as Ni),408.3664,474.81617636859517,0,1,0,0,0,0,0,0
2024,7(a),10.8392,45.3097,Ammonia (NH3),39750.0,401.61655007337293,0,0,1,0,0,0,0,0
2022,7(a),10.702778,44.475556,Ammonia (NH3),19848.0,320.89145800535647,0,0,1,0,0,0,0,0
2021,7(a),10.0802,45.3384,Ammonia (NH3),12787.0,428.6304708525926,0,0,1,0,0,0,0,0
2021,7(a),10.7064,44.7672,Methane (CH4),100929.0,349.84076680299376,0,0,1,0,0,0,0,0
2022,7(a),12.583611,45.981944,Ammonia (NH3),10604.0,453.63377386022086,0,0,1,0,0,0,0,0
2022,2(e),14.2956,41.0225,Sulphur oxides (SOX),315000.0,179.04284453919206,0,0,0,0,0,0,1,0
2022,1(c),15.7796,40.2672,Carbon dioxide (CO2),108026000.0,329.80239954425923,0,1,0,0,0,0,0,0
2023,1(c),8.4008,39.1962,Sulphur oxides (SOX),584466.3,458.5068450836283,0,1,0,0,0,0,0,0
2021,3(c),15.180555,37.194444,Nitrous oxide (N2O),227521.0,571.8128643506107,0,0,0,1,0,0,0,0
2023,7(a),11.9028,44.9869,Ammonia (NH3),18238.0,346.2654684343772,0,0,1,0,0,0,0,0
2023,1(c),11.5338,42.3589,Sulphur hexafluoride (SF6),88.05,94.19692549156771,0,1,0,0,0,0,0,0
2024,7(a),9.966944,45.443333,Ammonia (NH3),15110.0,443.08539861505756,0,0,1,0,0,0,0,0
2023,8(b),,,Nitrogen oxides (NOX),214979.3,,0,0,0,0,0,0,0,0
2023,7(a),10.6758,44.8297,Ammonia (NH3),18128.0,357.15954829832845,0,0,1,0,0,0,0,0
2023,3(e),13.2324,45.7701,Carbon dioxide (CO2),103879000.0,434.0513576127998,0,0,0,1,0,0,0,0
2022,1(c),15.2808,38.2019,Carbon dioxide (CO2),1838448879.0,474.81617636859517,0,1,0,0,0,0,0,0
2024,7(a),12.6888,46.0737,Ammonia (NH3),12119.0,464.0378532056598,0,0,1,0,0,0,0,0
2022,2(b),11.5006,45.5236,Mercury and compounds (as Hg),16.3993,410.48270996553,0,0,0,0,0,0,1,0
2023,7(a),9.8353,45.4525,Ammonia (NH3),95300.0,448.92643101605097,0,0,1,0,0,0,0,0
2021,7(a),10.3761,45.4758,Ammonia (NH3),11407.0,432.2894431922402,0,0,1,0,0,0,0,0
2022,3(c),9.81,44.7667,Carbon dioxide (CO2),473012000.0,385.45810832592576,0,0,0,1,0,0,0,0
2022,4(a),15.1752,37.2191,Benzene,4857.4,569.10296764055,1,0,0,0,0,0,0,0
2022,2(b),11.0,45.4333,Zinc and compounds (as Zn),2495.9642,410.5887775813313,0,0,0,0,0,0,1,0
2023,7(a),9.9181,45.2167,Ammonia (NH3),15130.0,422.96314899366496,0,0,1,0,0,0,0,0
2023,1(c),10.6167,44.7,Carbon dioxide (CO2),143941000.0,346.2112452441395,0,1,0,0,0,0,0,0
2024,4(a),12.2667,45.4594,Nitrogen oxides (NOX),298995.0,395.9064965826192,1,0,0,0,0,0,0,0
2024,5(d),10.9386,44.3408,Methane (CH4),179959.9,299.1115060532361,0,0,0,0,0,0,0,1
2024,7(a),12.7097,46.0478,Ammonia (NH3),67208.0,461.21837966978154,0,0,1,0,0,0,0,0
2024,7(a),10.0181,45.44,Ammonia (NH3),17759.0,440.88599281539393,0,0,1,0,0,0,0,0
2024,1(d),8.2897,44.3808,Benzene,2940.0,438.54873299619953,0,1,0,0,0,0,0,0
2023,1(a),15.1825,37.1791,Non-methane volatile organic compounds (NMVOC),123981.0,573.451982183205,0,1,0,0,0,0,0,0
2021,7(a),7.5633,44.6922,Ammonia (NH3),17860.0,505.3940875422444,0,0,1,0,0,0,0,0
2023,1(a),15.1905,37.2216,Non-methane volatile organic compounds (NMVOC),311771.0,569.3767495576742,0,1,0,0,0,0,0,0
2023,7(a),10.1525,45.2933,Ammonia (NH3),29450.0,421.5663200102679,0,0,1,0,0,0,0,0
2021,2(b),13.0778,46.2306,Nitrogen oxides (NOX),136230.0,483.46211416770933,0,0,0,0,0,0,1,0
2022,7(a),10.9701,44.9466,Ammonia (NH3),15988.0,360.18287048828904,0,0,1,0,0,0,0,0
2024,7(a),10.204,45.2189,Ammonia (NH3),13270.0,412.36641173141743,0,0,1,0,0,0,0,0
2022,3(c),8.6794,45.7794,Ammonia (NH3),23957.0,528.5578509656057,0,0,0,1,0,0,0,0
2021,7(a),10.9701,44.9466,Ammonia (NH3),15988.0,360.18287048828904,0,0,1,0,0,0,0,0
2021,1(a),8.8768,45.0997,Arsenic and compounds (as As),89.34,459.8924322368035,0,1,0,0,0,0,0,0
2023,1(c),10.6002,43.8233,Carbon dioxide (CO2),294337022.6,263.5896029410928,0,1,0,0,0,0,0,0
2021,4(a),14.6793,36.912727,Non-methane volatile organic compounds (NMVOC),192410.0,585.6491093157239,1,0,0,0,0,0,0,0
2024,6(b),8.7167,45.2333,Nitrogen oxides (NOX),268300.0,479.3398056935004,0,0,0,0,0,1,0,0
2023,7(a),13.29075,46.104806,Ammonia (NH3),14193.0,471.53415372095014,0,0,1,0,0,0,0,0
2023,7(a),11.0078,44.9839,Ammonia (NH3),10091.0,363.0517960221433,0,0,1,0,0,0,0,0
2021,3(c),,,Carbon dioxide (CO2),164799000.0,,0,0,0,1,0,0,0,0
2024,7(a),15.917222,41.855,Ammonia (NH3),6068.3836,283.24440313804433,0,0,1,0,0,0,0,0
2023,7(a),13.385475,42.0542,Ammonia (NH3),10900.0,75.39572084760931,0,0,1,0,0,0,0,0
2023,2(b),11.5083,45.5194,PCDD + PCDF (dioxins + furans) (as Teq),0.000168,409.9050166276053,0,0,0,0,0,0,1,0
2021,9(c),12.8154,45.8461,Non-methane volatile organic compounds (NMVOC),136000.0,439.2187649386811,0,0,0,0,1,0,0,0
2021,2(e),8.4079,39.2091,Lead and compounds (as Pb),228.8439,457.08909962129064,0,0,0,0,0,0,1,0
2022,1(c),11.7586,42.1275,Chlorine and inorganic compounds (as HCl),15100.0,65.87472663400173,0,1,0,0,0,0,0,0
2024,7(a),10.95,45.0817,Ammonia (NH3),10754.0,374.8234112634752,0,0,1,0,0,0,0,0
2021,7(a),15.598972,41.2495,Ammonia (NH3),16473.6,268.08945888555263,0,0,1,0,0,0,0,0
2023,1(c),12.2549,45.4458,Nitrogen oxides (NOX),140630.0,394.44153545873087,0,1,0,0,0,0,0,0
2022,1(a),15.1825,37.1791,Carbon dioxide (CO2),535059000.0,573.451982183205,0,1,0,0,0,0,0,0
2023,7(a),10.6799,44.785,Ammonia (NH3),15331.0,352.52149151379643,0,0,1,0,0,0,0,0
2023,7(a)(ii),9.958056,45.341111,Ammonia (NH3),12340.0,433.43844899973357,0,0,1,0,0,0,0,0
2022,2(e),12.2528,45.4722,Zinc and compounds (as Zn),761.51,397.3816107540915,0,0,0,0,0,0,1,0
2024,1(a),9.0113,39.0971,Nickel and compounds (as Ni),135.2542,429.0677199992063,0,1,0,0,0,0,0,0
2022,7(a)(ii),12.0749,44.8441,Ammonia (NH3),26023.0,328.8258218118225,0,0,1,0,0,0,0,0
2024,7(a),13.8453,42.7567,Ammonia (NH3),10151.0,145.9791480447949,0,0,1,0,0,0,0,0
2021,1(c),9.4794,45.0899,Cadmium and compounds (as Cd),13.57,429.82876504034436,0,1,0,0,0,0,0,0
2021,7(a),12.2114,43.1667,Ammonia (NH3),19907.0,142.46582393109662,0,0,1,0,0,0,0,0
2024,3(e),8.3089,44.4447,Cadmium and compounds (as Cd),18.93,441.7092860060149,0,0,0,1,0,0,0,0
2021,7(a),7.4491,44.8875,Ammonia (NH3),10220.0,525.6113859280752,0,0,1,0,0,0,0,0
2022,1(c),9.6831,45.3286,Methane (CH4),387163.0,443.1028237477304,0,1,0,0,0,0,0,0
2021,1(c),9.4,45.45,Methane (CH4),185895.0,466.3737875856662,0,1,0,0,0,0,0,0
2022,4(a),12.235556,44.4455,Non-methane volatile organic compounds (NMVOC),209552.0,283.52500163154707,1,0,0,0,0,0,0,0
2021,5(d),10.9386,44.3408,Methane (CH4),114800.3,299.1115060532361,0,0,0,0,0,0,0,1
2022,2(a),10.2269,45.5333,Zinc and compounds (as Zn),3889.7,442.934350852115,0,0,0,0,0,0,1,0
2021,9(c),13.4258,41.9964,Methane (CH4),331000.0,77.56184590909317,0,0,0,0,1,0,0,0
2023,7(a),9.4644,45.0793,Ammonia (NH3),39274.0,429.55709820131216,0,0,1,0,0,0,0,0
2023,7(a),12.7802,46.0838,Ammonia (NH3),38485.0,465.4590513926547,0,0,1,0,0,0,0,0
2024,1(a),10.3365,43.5872,Non-methane volatile organic compounds (NMVOC),162690.0,257.2528399694245,0,1,0,0,0,0,0,0
2024,1(a),15.1825,37.1791,Polychlorinated biphenyls (PCBs),0.446,573.451982183205,0,1,0,0,0,0,0,0
2022,2(b),10.3894,45.6392,Polychlorinated biphenyls (PCBs),0.216,448.5499430851952,0,0,0,0,0,0,1,0
2021,7(a),9.786667,45.4725,Ammonia (NH3),35729.0,452.7316675999643,0,0,1,0,0,0,0,0
2023,5(b),9.7325,45.0585,Carbon dioxide (CO2),111487000.0,415.70192378791603,0,0,0,0,0,0,0,1
2024,5(a),7.5856,45.0381,Zinc and compounds (as Zn),219.781,527.6333775226544,0,0,0,0,0,0,0,1
2023,4(e),7.7701,45.1432,Trichloromethane,2400.0,524.2692658113206,1,0,0,0,0,0,0,0
2021,8(b),10.3783,44.8144,Hydro-fluorocarbons (HFCS),507.2,366.21874731017965,0,0,0,0,0,0,0,0
2023,7(a),10.2145,45.3295,Ammonia (NH3),12522.0,422.9548821618038,0,0,1,0,0,0,0,0
2024,7(a),11.051317,45.006433,Ammonia (NH3),19660.0,364.2706792278206,0,0,1,0,0,0,0,0
2023,7(a),10.4549,45.5108,Ammonia (NH3),11569.0,433.41434876694893,0,0,1,0,0,0,0,0
2021,7(a),10.276667,45.269722,Ammonia (NH3),13350.0,414.838715260458,0,0,1,0,0,0,0,0
2024,3(e),12.4,45.783333,Nitrogen oxides (NOX),233572.2,431.5647360874732,0,0,0,1,0,0,0,0
2021,7(a),12.0559,44.1005,Ammonia (NH3),29947.0,246.9834682087975,0,0,1,0,0,0,0,0
2022,7(a),9.7061,45.1912,Ammonia (NH3),24292.0,429.20767398263763,0,0,1,0,0,0,0,0
2021,2(b),11.5083,45.5194,Zinc and compounds (as Zn),725.33,409.9050166276053,0,0,0,0,0,0,1,0
2021,7(a),10.6515,45.1018,Ammonia (NH3),19700.0,385.55249032410495,0,0,1,0,0,0,0,0
2023,7(a),9.509444,45.444444,Ammonia (NH3),35492.0,461.219145381014,0,0,1,0,0,0,0,0
2021,2(b),17.1999,40.5167,Copper and compounds (as Cu),630.28,422.49503361756746,0,0,0,0,0,0,1,0
2021,7(a),10.7811,45.2879,Ammonia (NH3),23484.0,400.92528303763004,0,0,1,0,0,0,0,0
2022,7(a),10.5753,44.9625,Ammonia (NH3),14561.0,373.88940280209664,0,0,1,0,0,0,0,0
2022,7(a),12.1595,44.9857,Ammonia (NH3),34632.0,343.8791914246525,0,0,1,0,0,0,0,0
2023,5(d),10.8921,45.443333,Nitrogen oxides (NOX),112466.0,414.2694772769566,0,0,0,0,0,0,0,1
2021,9(c),9.2209,45.7447,Non-methane volatile organic compounds (NMVOC),363000.0,501.441479219339,0,0,0,0,1,0,0,0
2022,1(a),13.3813,43.6395,Nitrogen oxides (NOX),357300.0,206.17477195412638,0,1,0,0,0,0,0,0
2024,2(b),11.0,45.4333,Arsenic and compounds (as As),29.6,410.5887775813313,0,0,0,0,0,0,1,0
2023,1(c),15.1825,37.1791,Nitrogen oxides (NOX),311380.0,573.451982183205,0,1,0,0,0,0,0,0
2022,3(a),15.8972,40.3136,Nitrogen oxides (NOX),229400.0,335.23428566249964,0,0,0,1,0,0,0,0
2023,7(a),9.7364,45.2351,Ammonia (NH3),43546.0,432.06991799589383,0,0,1,0,0,0,0,0
2022,2(e),8.4079,39.2091,Zinc and compounds (as Zn),840.0452,457.08909962129064,0,0,0,0,0,0,1,0
2021,3(c),12.7394,46.1778,Carbon monoxide (CO),1152623.0,475.75427963107893,0,0,0,1,0,0,0,0
2023,4(b),10.3175,43.575,Nitrogen oxides (NOX),101888.0,257.34910074340945,1,0,0,0,0,0,0,0
2024,1(a),15.1905,37.2216,Nitrogen oxides (NOX),2357386.9,569.3767495576742,0,1,0,0,0,0,0,0
2021,1(c),7.6105,45.103,Carbon dioxide (CO2),904849000.0,530.7746030181577,0,1,0,0,0,0,0,0
2022,4(b),10.4504,43.3818,Hydro-fluorocarbons (HFCS),4221.0,234.6188042568021,1,0,0,0,0,0,0,0
2021,7(a),12.0861,44.102,Ammonia (NH3),14655.0,246.80460273120823,0,0,1,0,0,0,0,0
2023,3(c),15.6736,40.9497,Nitrogen oxides (NOX),275631.0,285.2888248631794,0,0,0,1,0,0,0,0
